Year,country,ladder_score,gdp_per_capita,generosity,social_support,corruption
2023,Bahrain,6.173,10.776,0.117,0.844,0.737
2023,Pakistan,4.555,8.540,0.008,0.601,0.787
2015,Greece,4.857,1.15406,0,0.92933,0.01397
2018,Central African Republic,3.083,0.024,0.218,0,0.038
2020,Dominican Republic,5.689199924,9.664880753,-0.131263286,0.882085383,0.755999923
2022,Poland,6.123,,,,
2021,Kazakhstan,6.152,10.155,-0.069,0.952,0.733
2018,Rwanda,3.408,0.332,0.2,0.896,0.444
2020,Congo (Brazzaville),5.194399834,8.536987305,-0.123674095,0.640228093,0.751779079
2023,Venezuela,5.211,5.527,0.128,0.839,0.811
2015,Norway,7.522,1.459,0.34699,1.33095,0.36503
2019,Switzerland,7.480,1.452,0.263,1.526,0.343
2015,Georgia,4.297,0.7419,0.05547,0.38562,0.38331
2021,Mexico,6.317,9.859,-0.147,0.831,0.799
2019,Saudi Arabia,6.375,1.403,0.080,1.357,0.132
2015,Swaziland,4.867,0.71206,0.18259,1.07284,0.0306
2017,Bhutan,5.01100015640259,0.885416388511658,0.474054545164108,1.34012651443481,0.173380389809608
2017,Norway,7.53700017929077,1.61646318435669,0.36201223731041,1.53352355957031,0.315963834524155
2019,Bangladesh,4.456,0.562,0.166,0.928,0.143
2020,Romania,6.123700142,10.107584,-0.19781521,0.825161517,0.934300244
2022,Lesotho*,3.512,,,,
2020,Brazil,6.375599861,9.56643486,-0.101812392,0.896723807,0.770601273
2015,Somaliland region,5.057,0.18847,0.50318,0.95152,0.39928
2022,Mongolia,5.761,,,,
2022,Turkey,4.744,,,,
2018,Greece,5.358,1.154,0,1.202,0.044
2017,Cyprus,5.62099981307983,1.35593807697296,0.271254301071167,1.13136327266693,0.0412379764020443
2015,Zimbabwe,4.61,0.271,0.18987,1.03276,0.08079
2015,Djibouti,4.369,0.44025,0.18093,0.59207,0.28105
2022,Liberia*,5.122,,,,
2018,Belgium,6.927,1.324,0.188,1.483,0.24
2018,Italy,6,1.264,0.137,1.501,0.028
2021,Albania,5.117,9.52,-0.03,0.697,0.901
2017,Tunisia,4.80499982833862,1.00726580619812,0.0496933571994305,0.868351459503174,0.0867231488227844
2020,Kosovo,6.325200081,9.204429626,0.190933764,0.820726514,0.922328293
2017,Qatar,6.375,1.87076568603516,0.330473870038986,1.27429687976837,0.439299255609512
2016,Kuwait,6.239,1.61714,0.15965,0.87758,0.23669
2020,Hungary,6.000400066,10.24924374,-0.194323018,0.921934128,0.892916501
2015,Uganda,3.931,0.21102,0.29066,1.13299,0.07267
2022,Palestinian Territories*,4.483,,,,
2022,Mauritania*,4.153,,,,
2015,Saudi Arabia,6.411,1.39541,0.13706,1.08393,0.32524
2016,Ireland,6.907,1.48341,0.44963,1.16157,0.29754
2021,Georgia,4.891,9.585,-0.238,0.671,0.655
2023,Zambia,3.982,8.074,0.098,0.694,0.818
2016,Portugal,5.123,1.27607,0.11691,0.94367,0.01521
2015,Nigeria,5.268,0.65435,0.27233,0.90432,0.0403
2016,Jordan,5.303,0.99673,0.14262,0.86216,0.13297
2020,Mali,4.729300022,7.629852295,-0.044366926,0.731468976,0.839328408
2017,Chad,3.93600010871887,0.438012987375259,0.216113850474358,0.953855872154236,0.0535818822681904
2021,Mali,4.723,7.744,-0.036,0.724,0.827
2022,Myanmar,4.394,,,,
2016,Bangladesh,4.643,0.54177,0.19132,0.24749,0.12583
2016,South Korea,5.835,1.35948,0.18824,0.72194,0.07716
2016,Uruguay,6.545,1.18157,0.18056,1.03143,0.21394
2021,Lebanon,4.584,9.626,-0.073,0.848,0.898
2019,Uganda,4.189,0.332,0.252,1.069,0.060
2023,Lebanon,2.392,9.478,-0.141,0.530,0.891
2022,Madagascar*,4.339,,,,
2016,Pakistan,5.132,0.68816,0.31185,0.26135,0.1388
2017,Japan,5.92000007629395,1.41691517829895,0.12057276815176,1.43633782863617,0.163760736584663
2016,Angola,3.866,0.84731,0.12071,0.66366,0.08434
2016,North Cyprus,5.771,1.31141,0.26322,0.81826,0.16578
2021,Laos,5.03,8.947,0.123,0.728,0.658
2023,Algeria,5.329,9.300,-0.117,0.855,0.717
2023,Ukraine,5.071,9.314,0.240,0.878,0.907
2022,Saudi Arabia,6.523,,,,
2020,Yemen,3.527400017,7.759682655,-0.157735437,0.817980587,0.800287724
2018,Kosovo,5.662,0.855,0.274,1.23,0.023
2017,Turkmenistan,5.82200002670288,1.13077676296234,0.24992498755455,1.49314916133881,0.259270340204239
2019,Denmark,7.600,1.383,0.252,1.573,0.410
2022,Malta,6.447,,,,
2023,Tanzania,3.694,7.857,0.182,0.653,0.554
2019,Bosnia and Herzegovina,5.386,0.945,0.263,1.212,0.006
2015,Mexico,7.187,1.02054,0.14074,0.91451,0.21312
2023,United Kingdom,6.796,10.704,0.253,0.882,0.454
2015,Romania,5.124,1.04345,0.13748,0.88588,0.00649
2015,Kenya,4.419,0.36471,0.37542,0.99876,0.05839
2016,Croatia,5.488,1.18649,0.18434,0.60809,0.04002
2021,El Salvador,6.061,9.054,-0.11,0.762,0.688
2017,United States,6.99300003051758,1.54625928401947,0.392578780651093,1.41992056369781,0.135638788342476
2018,Macedonia,5.185,0.959,0.173,1.239,0.052
2023,Sri Lanka,4.442,9.491,-0.030,0.826,0.808
2023,Russia,5.661,10.210,-0.030,0.889,0.801
2021,Lithuania,6.255,10.499,-0.203,0.935,0.826
2015,Estonia,5.429,1.15174,0.0868,1.22791,0.15184
2015,Venezuela,6.81,1.04424,0.05841,1.25596,0.11069
2017,United Arab Emirates,6.64799976348877,1.62634336948395,0.3609419465065,1.26641023159027,0.324489563703537
2018,Guinea,3.964,0.344,0.185,0.792,0.094
2015,Finland,7.406,1.29025,0.23351,1.31826,0.41372
2017,Burundi,2.90499997138977,0.091622568666935,0.204435184597969,0.629793584346771,0.0841479450464249
2020,Egypt,4.151400089,9.316541672,-0.196878314,0.735447824,0.787726879
2016,Sweden,7.291,1.45181,0.38254,1.08764,0.40867
2021,Paraguay,5.653,9.448,0.028,0.893,0.882
2022,Bosnia and Herzegovina,5.768,,,,
2022,Honduras,6.022,,,,
2020,Palestinian Territories,4.552800179,8.389223099,-0.162079096,0.825295925,0.824199975
2015,Central African Republic,3.678,0.0785,0.23835,0,0.08289
2019,Namibia,4.639,0.879,0.070,1.313,0.056
2017,Greece,5.22700023651123,1.28948748111725,0,1.23941457271576,0.04328977689147
2021,Guatemala,6.435,9.053,-0.038,0.813,0.775
2019,Chad,4.350,0.350,0.198,0.766,0.078
2022,Thailand,5.891,,,,
2016,Montenegro,5.161,1.07838,0.17191,0.74173,0.12721
2017,Libya,5.52500009536743,1.10180306434631,0.152073666453362,1.35756433010101,0.0926102101802826
2018,Mozambique,4.417,0.198,0.206,0.902,0.158
2016,Liberia,3.622,0.10706,0.24063,0.50353,0.04852
2017,Uganda,4.08099985122681,0.381430715322495,0.325766056776047,1.12982773780823,0.057069718837738
2023,Ireland,6.911,11.527,0.092,0.905,0.358
2018,Lebanon,5.358,0.965,0.214,1.179,0.136
2017,Palestinian Territories,4.77500009536743,0.716249227523804,0.114173173904419,1.15564715862274,0.0892826020717621
2018,Serbia,5.398,0.975,0.134,1.369,0.043
2015,Bolivia,5.89,0.68133,0.20536,0.97841,0.088
2018,Zambia,4.377,0.562,0.221,1.047,0.082
2018,Mongolia,5.125,0.914,0.253,1.517,0.032
2021,Zambia,4.073,8.145,0.061,0.708,0.823
2021,Slovenia,6.461,10.529,-0.101,0.948,0.806
2015,Ghana,4.633,0.54558,0.23087,0.67954,0.04355
2016,Syria,3.069,0.74719,0.48397,0.14866,0.17233
2018,Uganda,4.161,0.322,0.259,1.09,0.061
2015,New Zealand,7.286,1.25018,0.47501,1.31967,0.42922
2021,Turkey,4.948,10.24,-0.139,0.822,0.776
2022,Cameroon,5.048,,,,
2016,Kazakhstan,5.919,1.22943,0.15011,0.95544,0.11132
2020,Kenya,4.583000183,8.02977562,0.294681519,0.702652037,0.831499159
2016,Madagascar,3.695,0.27954,0.2204,0.46115,0.07506
2017,Romania,5.82499980926514,1.21768391132355,0.133519917726517,1.15009129047394,0.00438790069893003
2020,Thailand,5.998799801,9.741791725,0.268685192,0.889973223,0.886272311
2018,Myanmar,4.308,0.682,0.598,1.174,0.178
2015,Mauritius,5.477,1.00761,0.37744,0.98521,0.07521
2019,France,6.592,1.324,0.111,1.472,0.183
2017,Congo (Kinshasa),4.28000020980835,0.0921023488044739,0.246455833315849,1.22902345657349,0.0602413564920425
2017,Kuwait,6.10500001907349,1.63295245170593,0.228289797902107,1.25969874858856,0.215159550309181
2018,Iceland,7.495,1.343,0.353,1.644,0.138
2021,Mauritania,4.227,8.542,-0.106,0.795,0.731
2015,Kuwait,6.295,1.55422,0.16228,1.16594,0.25609
2015,Thailand,6.455,0.9669,0.5763,1.26504,0.03187
2016,Cameroon,4.513,0.52497,0.2268,0.62542,0.06126
2017,Nicaragua,6.07100009918213,0.737299203872681,0.301674216985703,1.28721570968628,0.130687981843948
2015,Guatemala,6.123,0.74553,0.27489,1.04356,0.09472
2016,Honduras,4.871,0.69429,0.2044,0.75596,0.06906
2018,Nigeria,5.155,0.689,0.201,1.172,0.032
2023,Malta,6.300,10.661,0.119,0.923,0.729
2021,South Africa,4.956,9.403,-0.067,0.86,0.86
2016,Algeria,6.355,1.05266,0.07044,0.83309,0.16157
2022,Armenia,5.399,,,,
2016,Malaysia,6.005,1.25142,0.41474,0.88025,0.09081
2017,Lesotho,3.80800008773804,0.521021246910095,0.157497271895409,1.19009518623352,0.119094640016556
2022,Hong Kong S.A.R. of China,5.425,,,,
2018,Nepal,4.88,0.425,0.302,1.228,0.078
2023,Tunisia,4.497,9.244,-0.213,0.730,0.907
2020,Lesotho,3.652800083,7.960488319,-0.145732045,0.780495703,0.857392073
2020,Mongolia,5.456200123,9.412186623,0.098093867,0.937142491,0.863511205
2021,Bolivia,5.716,9.046,-0.077,0.81,0.839
2023,Finland,7.804,10.792,-0.019,0.969,0.182
2015,Belgium,6.937,1.30782,0.2225,1.28566,0.2254
2020,Poland,6.186299801,10.26512432,-0.205084071,0.874257445,0.686927021
2021,Moldova,5.766,9.454,-0.079,0.857,0.918
2021,New Zealand,7.277,10.643,0.134,0.948,0.242
2020,Macedonia,5.159800053,9.510591507,-0.019877451,0.820392311,0.897490501
2017,Syria,3.46199989318848,0.777153134346008,0.493663728237152,0.396102607250214,0.151347130537033
2019,Kyrgyzstan,5.261,0.551,0.300,1.438,0.023
2018,Honduras,5.504,0.62,0.197,1.205,0.074
2019,Haiti,3.597,0.323,0.419,0.688,0.110
2021,Mozambique,4.794,7.158,0.061,0.744,0.684
2023,Mongolia,5.840,9.372,0.190,0.933,0.849
2017,Slovenia,5.75799989700317,1.3412059545517,0.242649093270302,1.45251882076263,0.0451289787888527
2015,Moldova,5.889,0.59448,0.20951,1.01528,0.01615
2022,Gabon,4.958,,,,
2022,Mauritius,6.071,,,,
2015,Turkmenistan,5.548,0.95847,0.16979,1.22668,0.30844
2019,Japan,5.886,1.327,0.069,1.419,0.140
2015,Mali,3.995,0.26074,0.18798,1.03526,0.12352
2023,Iceland,7.530,10.896,0.211,0.983,0.668
2018,Turkmenistan,5.636,1.016,0.199,1.533,0.037
2022,Paraguay,5.578,,,,
2021,Czech Republic,6.965,10.556,-0.208,0.947,0.868
2020,United Kingdom,7.164500237,10.60013485,0.263732493,0.93668282,0.435915917
2023,Nepal,5.360,8.256,0.146,0.748,0.783
2021,Switzerland,7.571,11.117,0.025,0.942,0.292
2023,Sierra Leone,3.138,7.394,0.105,0.555,0.858
2016,Uganda,3.739,0.34719,0.27102,0.90981,0.06442
2017,Bolivia,5.82299995422363,0.833756566047668,0.22556072473526,1.22761905193329,0.0604777261614799
2019,Israel,7.139,1.276,0.261,1.455,0.082
2019,Iran,4.548,1.100,0.270,0.842,0.125
2019,Turkmenistan,5.247,1.052,0.244,1.538,0.028
2022,Afghanistan,2.404,,,,
2016,Morocco,5.151,0.84058,0.04053,0.38595,0.08404
2016,Canada,7.404,1.44015,0.44834,1.0961,0.31329
2019,Malawi,3.410,0.191,0.218,0.560,0.089
2021,Cameroon,5.142,8.189,0.026,0.71,0.848
2018,Russia,5.81,1.151,0.065,1.479,0.025
2019,Montenegro,5.523,1.051,0.142,1.361,0.080
2018,United States,6.886,1.398,0.291,1.471,0.133
2017,Myanmar,4.54500007629395,0.367110550403595,0.838075160980225,1.12323594093323,0.188816204667091
2022,Zimbabwe,2.995,,,,
2017,Haiti,3.6029999256134,0.368610262870789,0.489203780889511,0.640449821949005,0.0998721495270729
2020,Kyrgyzstan,5.541500092,8.148405075,0.154772058,0.887228489,0.888396084
2022,Niger*,5.003,,,,
2016,Japan,5.921,1.38007,0.10224,1.06054,0.18985
2017,Bulgaria,4.71400022506714,1.1614590883255,0.113177694380283,1.43437945842743,0.0110515309497714
2018,Palestinian Territories,4.743,0.642,0.086,1.217,0.076
2019,Niger,4.628,0.138,0.188,0.774,0.102
2016,Turkey,5.389,1.16492,0.04707,0.87717,0.12348
2021,Canada,7.103,10.776,0.089,0.926,0.415
2022,Comoros*,4.609,,,,
2023,Botswana,3.435,9.629,-0.215,0.753,0.830
2015,Mauritania,4.436,0.45407,0.219,0.86908,0.17461
2021,Egypt,4.283,9.367,-0.182,0.75,0.795
2016,Mauritania,4.201,0.61391,0.22686,0.84142,0.17955
2022,United Arab Emirates,6.576,,,,
2016,Belgium,6.929,1.42539,0.2424,1.05249,0.26248
2017,El Salvador,6.00299978256226,0.909784495830536,0.0782579854130745,1.18212509155273,0.0899809598922729
2017,Poland,5.97300004959106,1.29178786277771,0.158465966582298,1.44571197032928,0.0593078061938286
2017,Belgium,6.89099979400635,1.46378076076508,0.231503337621689,1.46231269836426,0.251343131065369
2022,Ecuador,5.533,,,,
2018,Sweden,7.314,1.355,0.285,1.501,0.383
2019,Guinea,4.534,0.380,0.207,0.829,0.086
2019,Tanzania,3.231,0.476,0.276,0.885,0.147
2021,Ethiopia,4.275,7.694,0.082,0.764,0.761
2023,Latvia,6.213,10.370,-0.056,0.937,0.830
2019,Botswana,3.488,1.041,0.025,1.145,0.100
2021,Saudi Arabia,6.494,10.743,-0.149,0.891,0.684
2019,Spain,6.354,1.286,0.153,1.484,0.079
2023,Mali,4.198,7.655,-0.028,0.593,0.846
2020,Gabon,4.829299927,9.680537224,-0.222261623,0.787886858,0.849150956
2023,Ghana,4.605,8.596,0.139,0.641,0.881
2021,Austria,7.268,10.906,0.042,0.934,0.481
2018,Kuwait,6.083,1.474,0.167,1.301,0.106
2023,India,4.036,8.759,0.072,0.608,0.774
2017,Tajikistan,5.04099988937378,0.524713635444641,0.248997643589973,1.27146327495575,0.146377146244049
2019,Kenya,4.509,0.512,0.372,0.983,0.053
2018,South Sudan,3.254,0.337,0.224,0.608,0.106
2021,Chile,6.172,10.071,-0.044,0.882,0.83
2023,Uganda,4.432,7.716,0.114,0.794,0.857
2016,Norway,7.498,1.57744,0.37895,1.1269,0.35776
2019,Thailand,6.008,1.050,0.359,1.409,0.028
2018,New Zealand,7.324,1.268,0.365,1.601,0.389
2018,Saudi Arabia,6.371,1.379,0.098,1.331,0.127
2020,Taiwan Province of China,6.45539999,10.77568531,-0.073198698,0.894309103,0.73188293
2020,Mauritius,6.101299763,9.956786156,-0.018318573,0.910357833,0.805343091
2022,Hungary,6.086,,,,
2015,Trinidad and Tobago,6.168,1.21183,0.31844,1.18354,0.0114
2015,Montenegro,5.192,0.97438,0.1614,0.90557,0.14296
2015,Bhutan,5.253,0.77042,0.47998,1.10395,0.15445
2018,Malawi,3.587,0.186,0.21,0.541,0.08
2019,Egypt,4.166,0.913,0.076,1.039,0.067
2019,Ukraine,4.332,0.820,0.187,1.390,0.010
2021,Venezuela,4.892,9.073,-0.169,0.861,0.827
2019,Mauritania,4.490,0.570,0.106,1.167,0.088
2015,Suriname,6.269,0.99534,0.16991,0.972,0.13633
2015,Hong Kong,5.474,1.38604,0.39478,1.05818,0.37124
2018,Trinidad & Tobago,6.192,1.223,0.171,1.492,0.019
2018,Turkey,5.483,1.148,0.106,1.38,0.109
2016,Israel,7.267,1.33766,0.32288,0.99537,0.08728
2023,Namibia,4.631,9.121,-0.126,0.787,0.830
2021,Taiwan Province of China,6.584,10.871,-0.07,0.898,0.721
2023,Iran,4.876,9.610,0.173,0.778,0.747
2022,Burkina Faso,4.670,,,,
2020,El Salvador,6.34829998,8.909075737,-0.121072978,0.806092262,0.754319906
2017,Bahrain,6.08699989318848,1.48841226100922,0.172668486833572,1.32311046123505,0.257042169570923
2015,Poland,5.791,1.12555,0.16759,1.27948,0.04212
2015,Madagascar,3.681,0.20824,0.21333,0.66801,0.08124
2020,Bulgaria,5.101500034,9.869318962,-0.143908441,0.937840343,0.935585141
2021,Montenegro,5.581,9.94,-0.034,0.858,0.812
2016,Dominican Republic,5.155,1.02787,0.21286,0.99496,0.12372
2022,Namibia,4.459,,,,
2017,Malta,6.52699995040894,1.34327983856201,0.574730575084686,1.48841166496277,0.153066068887711
2019,Tajikistan,5.467,0.493,0.230,1.098,0.144
2015,Nicaragua,5.828,0.59325,0.27815,1.14184,0.19317
2021,Malawi,3.6,6.958,0.038,0.537,0.729
2015,Malawi,4.292,0.01604,0.33128,0.41134,0.06977
2017,Mozambique,4.55000019073486,0.234305649995804,0.322228103876114,0.870701014995575,0.179436385631561
2018,Libya,5.566,0.985,0.116,1.35,0.148
2016,Iran,4.813,1.11758,0.38538,0.38857,0.0557
2023,Mauritania,4.724,8.591,-0.013,0.644,0.657
2016,Albania,4.655,0.9553,0.1684,0.50163,0.05301
2016,United Arab Emirates,6.573,1.57352,0.26591,0.87114,0.35561
2022,Morocco,5.060,,,,
2017,Kosovo,5.27899980545044,0.951484382152557,0.319931447505951,1.13785350322723,0.0574716180562973
2019,United Arab Emirates,6.825,1.503,0.262,1.310,0.182
2021,Sri Lanka,4.325,9.47,0.079,0.827,0.863
2015,Sweden,7.364,1.33171,0.36262,1.28907,0.43844
2017,Iraq,4.49700021743774,1.10271048545837,0.19963726401329,0.978613197803497,0.107215754687786
2023,Portugal,5.968,10.429,-0.196,0.878,0.878
2021,Dominican Republic,5.545,9.802,-0.133,0.853,0.714
2017,Albania,4.64400005340576,0.996192753314972,0.201312944293022,0.803685247898102,0.0398642159998417
2019,Morocco,5.208,0.801,0.036,0.782,0.076
2023,Panama,6.265,10.305,-0.133,0.896,0.878
2020,Jamaica,5.889800072,9.006250381,-0.125106767,0.915701866,0.888890028
2020,Jordan,4.633399963,9.025999069,-0.162565202,0.80216372,0.700344324
2022,Kyrgyzstan,5.828,,,,
2023,Thailand,5.843,9.751,0.289,0.874,0.910
2021,Israel,7.157,10.575,0.031,0.939,0.753
2016,Australia,7.313,1.44443,0.47407,1.10476,0.32331
2019,Luxembourg,7.090,1.609,0.194,1.479,0.316
2017,Denmark,7.52199983596802,1.48238301277161,0.355280488729477,1.55112159252167,0.40077006816864
2018,Bhutan,5.082,0.796,0.364,1.335,0.171
2023,Lithuania,6.763,10.568,-0.145,0.939,0.805
2015,Japan,5.987,1.27074,0.10705,1.25712,0.1806
2016,Bahrain,6.218,1.44024,0.17147,0.94397,0.25772
2015,Azerbaijan,5.212,1.02389,0.07799,0.93793,0.16065
2023,Singapore,6.587,11.571,0.063,0.878,0.146
2020,Rwanda,3.312299967,7.600104332,0.055483952,0.54083544,0.183541179
2022,Slovakia,6.391,,,,
2021,Madagascar,4.208,7.396,-0.005,0.686,0.803
2020,Armenia,4.676799774,9.100476265,-0.13877961,0.757479429,0.773544788
2016,Congo (Brazzaville),4.236,0.77109,0.12077,0.47799,0.09753
2017,Ivory Coast,4.17999982833862,0.603048920631409,0.201237469911575,0.904780030250549,0.130061775445938
2019,Tunisia,4.461,0.921,0.059,1.000,0.055
2019,Mali,4.390,0.385,0.153,1.105,0.052
2017,New Zealand,7.31400012969971,1.40570604801178,0.500005125999451,1.54819512367249,0.382816702127457
2023,Israel,7.473,10.639,-0.023,0.943,0.708
2016,Ghana,4.276,0.63107,0.21203,0.49353,0.0326
2020,Ghana,5.147999763,8.350645065,0.094170853,0.728601098,0.847964764
2020,China,5.123899937,9.688568115,-0.18142575,0.798760593,0.7539711
2017,Benin,3.65700006484985,0.431085407733917,0.207948461174965,0.435299843549728,0.0609290152788162
2019,Canada,7.278,1.365,0.285,1.505,0.308
2017,Paraguay,5.49300003051758,0.932537317276001,0.224150657653809,1.50728487968445,0.091065913438797
2021,Germany,7.155,10.873,0.011,0.903,0.46
2018,Haiti,3.582,0.315,0.392,0.714,0.104
2018,Latvia,5.933,1.148,0.092,1.454,0.066
2023,Afghanistan,1.859,7.324,-0.081,0.341,0.847
2021,Burkina Faso,4.834,7.678,-0.009,0.672,0.748
2015,Iraq,4.677,0.98549,0.17922,0.81889,0.13788
2021,Myanmar,4.426,8.541,0.509,0.779,0.66
2021,Serbia,6.078,9.787,0.002,0.873,0.835
2023,Vietnam,5.763,9.287,-0.004,0.821,0.759
2016,Tunisia,5.045,0.97724,0.03936,0.43165,0.0817
2015,Afghanistan,3.575,0.31982,0.3651,0.30285,0.09719
2015,Congo (Kinshasa),4.517,0,0.24834,1.0012,0.07625
2019,Madagascar,3.933,0.274,0.169,0.916,0.041
2015,Luxembourg,6.946,1.56391,0.28034,1.21963,0.37798
2016,United Kingdom,6.725,1.40283,0.50156,1.08672,0.27399
2016,Indonesia,5.314,0.95104,0.56521,0.87625,0.00322
2017,Mexico,6.57800006866455,1.15318381786346,0.120990432798862,1.210862159729,0.132774114608765
2019,Swaziland,4.212,0.811,0.074,1.149,0.135
2018,Kyrgyzstan,5.131,0.53,0.281,1.416,0.035
2021,Luxembourg,7.324,11.647,-0.034,0.908,0.386
2020,Sweden,7.353499889,10.75879383,0.111614622,0.926311195,0.250880182
2022,Laos,5.140,,,,
2016,Lithuania,5.813,1.2692,0.02025,1.06411,0.0182
2022,Congo,5.075,,,,
2018,Zimbabwe,3.692,0.357,0.132,1.094,0.099
2015,Indonesia,5.399,0.82827,0.51535,1.08708,0
2022,Finland,7.821,,,,
2020,Belarus,5.539899826,9.779945374,-0.164926544,0.90674746,0.63571167
2023,Egypt,4.170,9.367,-0.183,0.726,0.580
2016,Bhutan,5.196,0.8527,0.48546,0.90836,0.1616
2018,Somalia,4.982,0,0.238,0.712,0.282
2020,Philippines,6.006000042,8.993545532,-0.105463006,0.846730053,0.733634114
2022,Kuwait*,6.106,,,,
2016,Peru,5.743,0.99602,0.14527,0.81255,0.05292
2016,Austria,7.119,1.45038,0.32865,1.08383,0.21348
2017,Spain,6.40299987792969,1.38439786434174,0.190133571624756,1.53209090232849,0.0709140971302986
2019,Sierra Leone,4.374,0.268,0.252,0.841,0.045
2016,Egypt,4.362,0.95395,0.12706,0.49813,0.10393
2023,Tajikistan,5.330,8.237,-0.060,0.836,0.522
2015,Libya,5.754,1.13145,0.18295,1.11862,0.11023
2015,Chad,3.667,0.34193,0.18386,0.76062,0.05269
2018,Kazakhstan,5.79,1.143,0.148,1.516,0.121
2020,Russia,5.546000004,10.12887192,-0.151153743,0.903150737,0.864802599
2020,Finland,7.808700085,10.63926697,-0.059482019,0.954329729,0.195444584
2022,Kazakhstan,6.234,,,,
2017,Belarus,5.56899976730347,1.15655755996704,0.15513750910759,1.44494521617889,0.156313821673393
2023,Guatemala,6.150,9.116,-0.057,0.812,0.837
2019,Italy,6.223,1.294,0.158,1.488,0.030
2015,Czech Republic,6.505,1.17898,0.10686,1.20643,0.02652
2020,Iraq,4.784800053,9.661095619,-0.06956476,0.747694969,0.82226181
2020,Ivory Coast,5.233300209,8.225561142,-0.043991156,0.658048689,0.790771961
2020,Malaysia,5.384300232,10.26251888,0.114726797,0.816509426,0.839302301
2016,Yemen,3.724,0.57939,0.09821,0.47493,0.05892
2019,Slovakia,6.198,1.246,0.121,1.504,0.014
2018,Bolivia,5.752,0.751,0.141,1.223,0.054
2016,Niger,3.856,0.1327,0.2097,0.6053,0.17176
2019,Mozambique,4.466,0.204,0.197,0.986,0.138
2015,Brazil,6.983,0.98124,0.14574,1.23287,0.17521
2021,Swaziland,4.308,9.065,-0.185,0.77,0.708
2021,Jordan,4.395,9.182,-0.167,0.767,0.705
2018,Sudan,4.139,0.605,0.134,1.24,0.082
2020,Tunisia,4.392199993,9.314972878,-0.216413811,0.688718557,0.867590249
2023,Liberia,4.042,7.277,0.154,0.596,0.830
2017,Saudi Arabia,6.3439998626709,1.53062355518341,0.147616013884544,1.28667759895325,0.27343225479126
2021,Burundi,3.775,6.635,-0.024,0.49,0.607
2016,Moldova,5.897,0.69177,0.19997,0.83132,0.01903
2023,Australia,7.095,10.821,0.198,0.934,0.496
2021,Peru,5.84,9.458,-0.154,0.832,0.891
2020,Sri Lanka,4.327000141,9.389969826,0.081129618,0.825374067,0.859001756
2023,Kosovo,6.368,9.359,0.259,0.844,0.866
2021,Senegal,5.132,8.118,-0.046,0.71,0.801
2023,Poland,6.260,10.453,-0.031,0.925,0.736
2022,Jamaica,5.850,,,,
2020,Chile,6.228499889,10.0320549,-0.065668367,0.879713595,0.838239431
2023,Nicaragua,6.259,8.618,0.021,0.853,0.625
2015,Taiwan,6.298,1.29098,0.25376,1.07617,0.08129
2018,China,5.246,0.989,0.029,1.142,0.103
2022,Benin,4.623,,,,
2021,Japan,5.94,10.611,-0.258,0.884,0.638
2021,Turkmenistan,5.066,9.629,0.273,0.983,0.888
2022,Italy,6.467,,,,
2018,Guatemala,6.382,0.781,0.179,1.268,0.071
2019,Mexico,6.595,1.070,0.074,1.323,0.073
2021,Liberia,4.625,7.288,0.05,0.72,0.85
2019,Nicaragua,6.105,0.694,0.200,1.325,0.127
2016,Slovakia,6.078,1.27973,0.13837,1.08268,0.02947
2019,Turkey,5.373,1.183,0.083,1.360,0.106
2017,Sudan,4.13899993896484,0.65951669216156,0.182317450642586,1.21400856971741,0.089847519993782
2022,Serbia,6.178,,,,
2018,Niger,4.166,0.131,0.175,0.867,0.099
2023,North Macedonia,5.254,9.703,0.131,0.805,0.902
2017,Georgia,4.28599977493286,0.950612664222717,0.0540088154375553,0.57061493396759,0.251666635274887
2015,Senegal,3.904,0.36498,0.20843,0.97619,0.10713
2019,Portugal,5.693,1.221,0.047,1.431,0.025
2015,United Arab Emirates,6.901,1.42727,0.26428,1.12575,0.38583
2015,China,5.14,0.89012,0.08185,0.94675,0.02781
2016,Costa Rica,7.087,1.06879,0.22553,1.02152,0.10547
2020,Czech Republic,6.910900116,10.40416336,-0.230861515,0.914430678,0.85844624
2016,Italy,5.977,1.35495,0.16684,1.04167,0.02556
2019,Taiwan,6.446,1.368,0.242,1.430,0.097
2019,Sri Lanka,4.366,0.949,0.244,1.265,0.047
2016,Brazil,6.952,1.08754,0.15776,1.03938,0.14166
2016,Colombia,6.481,1.03032,0.15626,1.02169,0.05399
2023,Belgium,6.859,10.844,0.001,0.915,0.549
2022,Denmark,7.636,,,,
2023,Mozambique,4.954,7.116,0.047,0.692,0.660
2019,Hong Kong,5.430,1.438,0.258,1.277,0.287
2015,Iran,4.686,1.0088,0.38086,0.54447,0.05863
2020,Burundi,3.775300026,6.492642403,-0.017551597,0.490325719,0.606934547
2023,Ecuador,5.559,9.270,-0.108,0.806,0.833
2017,Cameroon,4.69500017166138,0.564305365085602,0.236298456788063,0.946018218994141,0.0513066314160824
2015,Myanmar,4.307,0.27108,0.79588,0.70905,0.19034
2018,Poland,6.123,1.176,0.108,1.448,0.064
2021,Tajikistan,5.466,8.091,-0.056,0.86,0.553
2022,Uruguay,6.474,,,,
2017,Kyrgyzstan,5.00400018692017,0.596220076084137,0.42858037352562,1.39423859119415,0.0394391790032387
2022,Bangladesh,5.155,,,,
2016,Haiti,4.028,0.34097,0.47958,0.29561,0.14476
